1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
1.1194,0.01113,-0.011
